counterfeit_smiles,parent_smiles,rule_name,category,difficulty,similarity_to_parent,edited_atoms,mw,logp,qed,heavy_atoms,citation
O=C(O)Cc1ccc2c(c1)C(=CCl)c1ccccc1CO2,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,mmp0007_RC_to_RCl,halogen-walk,subtle,0.653,1,300.74,3.83,0.917,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(Cc1cccc(Cl)c1)NCCOC(=O)c1ccccc1,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,mmp0001_RCFFF_to_RCl,halogen-walk,moderate,0.7,1,317.82,3.72,0.625,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC(Cl)CCN(C)C)cc3OC)nc2N1C1CCCC1,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.675,0 1 3 5 8 11 12,544.1,3.98,0.343,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(Cl)CC4)cc3OC)nc2N1C1CCCC1,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.865,1,542.08,4.08,0.505,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1(C)S[C@@H]2[C@H](NCl)C(=O)N2[C@H]1C(=O)[O-],CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],mmp0007_RC_to_RCl,halogen-walk,subtle,0.458,1,249.7,-1.09,0.497,15,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(CCCCOc1ccc2c(c1)NC(=O)CC2)CCN(Cl)c1cccc(Cl)c1Cl,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.495,0 1 2 3 4 5 6 7 8 9 10 11 12 14,470.83,5.63,0.361,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4F)CC3)cc2N1,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,mmp0022_RCl_to_RF,halogen-walk,subtle,0.758,1,431.94,4.35,0.662,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)Nc1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.54,1 6 8 10 11,470.83,5.59,0.511,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C1CCc2ccc(OCCCCN(CCl)CCNc3cccc(Cl)c3Cl)cc2N1,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.481,0 1 2 4 6 8 10 12 13 15 16 17 20 21,470.83,5.65,0.253,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(CC)CCOc1ccc(C(O)(Cc2ccccc2)c2ccc(C)cc2)cc1,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,mmp0002_Rc1cccClcc1_to_Rc1ccccc1,halogen-walk,subtle,0.735,,403.57,5.19,0.505,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C#CC1(OCC(O)CN2CCN(c3ccccc3Cl)CC2)CCCCC1,C#CC1(OCC(O)CN2CCN(c3cccc(C(F)(F)F)c3)CC2)CCCCC1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.571,7,376.93,3.18,0.773,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C#CC1(OCC(O)CN2CCN(c3cccc(Cl)c3)CC2)CCCCC1,C#CC1(OCC(O)CN2CCN(c3cccc(C(F)(F)F)c3)CC2)CCCCC1,mmp0001_RCFFF_to_RCl,halogen-walk,moderate,0.704,1,376.93,3.18,0.773,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
OC(Cl)CN1CCN(c2cccc(C(F)(F)F)c2)CC1,C#CC1(OCC(O)CN2CCN(c3cccc(C(F)(F)F)c3)CC2)CCCCC1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.526,1,308.73,2.38,0.869,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CS(=O)(=O)OCCNP1(=O)OCCCN1CCl,CS(=O)(=O)OCCNP1(=O)OCCCN1CCCl,mmp0007_RC_to_RCl,halogen-walk,subtle,0.768,1,306.71,0.58,0.252,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(c1ccn2ncc(/C=C/C(=O)N3CCNCC3)c2n1)[C@H](CCl)c1cc(F)ccc1F,O=C(/C=C/c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CCNCC1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.475,0 1 2 3 4 5 6 8 9 10 11 14 15,460.92,2.87,0.452,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(F)c1,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c1cccc(Cl)c1,mmp0022_RCl_to_RF,halogen-walk,subtle,0.77,1,386.42,3.02,0.454,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)Cc1ccc(Cc2cc(Cl)nc(-c3cccc(Cl)c3)c2)cc1,O=C(O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,mmp0001_RCFFF_to_RCl,halogen-walk,moderate,0.676,1,372.25,5.27,0.621,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Fc1ccccc1Cc1cc(-c2cccc(Cl)c2)nc(C(F)(F)F)c1,O=C(O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,mmp0065_Rc1ccccc1_to_Rc1ccccc1F,halogen-walk,subtle,0.558,7,365.76,6.15,0.507,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1F)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,mmp0065_Rc1ccccc1_to_Rc1ccccc1F,halogen-walk,subtle,0.769,7,648.84,3.24,0.198,45,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
ClCCN1c2ccccc2CCc2ccccc21,CNCCCN1c2ccccc2CCc2ccccc21.Cl,mmp0007_RC_to_RCl,halogen-walk,subtle,0.532,1,257.76,4.16,0.73,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCOc1cc(CN(CF)CCO)cc2[nH]c(=O)c3c(c12)NCCC3,CCOc1cc(CN2CCOCC2)cc2[nH]c(=O)c3c(c12)NCCC3.Cl.Cl.O.O,mmp0127_RC_to_RF,halogen-walk,subtle,0.542,0 1 2 4 6 9,349.41,2.01,0.667,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(CCN(Cl)C(=O)COc1ccc2[nH]cc(CCN)c2c1)c1ccc(C#N)cc1,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.519,0 1 2 4 7 9 10 12 13 16 17 20 23 27,425.92,3.04,0.513,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN1C(=NF)C(O)(c2cccc(Cl)c2)c2ccccc21,OC1(c2cccc(Cl)c2)C2=NCCCN2c2ccccc21,mmp0127_RC_to_RF,halogen-walk,subtle,0.42,0 1 8 13,304.75,3.7,0.918,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C]1C[C@H](O)[C@H]2[C@@H](C[C@H](C)C3=CC(=O)C=C[C@@]32C)[C@@H]1CCCl,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,mmp0007_RC_to_RCl,halogen-walk,subtle,0.424,1,321.87,3.93,0.782,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(F)cc32)CC1,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,mmp0022_RCl_to_RF,halogen-walk,subtle,0.738,1,429.56,4.0,0.619,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Oc1cc(CN2CCN(c3ncccn3)CC2)ccc1OCl,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.5,0 1 7,320.78,2.04,0.93,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCCl,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,mmp0001_RCFFF_to_RCl,halogen-walk,moderate,0.787,1,358.83,2.91,0.465,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(N)CN(CCl)c1cc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(F)cc1F,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1.Cl,mmp0007_RC_to_RCl,halogen-walk,subtle,0.465,0 1 2 3 5 8 9,439.82,3.46,0.453,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3Cl)nc21,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.701,7,435.92,3.5,0.464,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1c(C)cnc(Cn2nc3c4c(nc(N)nc42)SCC(Cl)=C3)c1C,CNC(=O)CC1=Cc2nn(Cc3ncc(C)c(OC)c3C)c3nc(N)nc(c23)SC1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.667,1,388.88,3.16,0.689,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccc(O)c(F)c3)[C@H]2SC1,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccc(O)c(Cl)c3)[C@H]2SC1,mmp0022_RCl_to_RF,halogen-walk,subtle,0.762,1,381.39,0.29,0.551,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(Cl)=C(C(=O)O)N1C(=O)[C@@H](NC(=O)[C@@H](N)c2ccc(O)c(Cl)c2)[C@H]1S,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)c3ccc(O)c(Cl)c3)[C@H]2SC1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.473,0 1 2 3 4 6 7 12,420.27,1.18,0.276,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[CH]COCCl)c2)c1)c1ccc2c(c1)OCCO2,C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2,mmp0007_RC_to_RCl,halogen-walk,subtle,0.723,0 1 2 3 4,628.05,5.18,0.164,44,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Clc1cnc2[nH]cc(Cc3ccc(NCc4ccc(Cl)nc4)nc3)c2c1,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,mmp0001_RCFFF_to_RCl,halogen-walk,moderate,0.76,1,384.27,4.86,0.482,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
NCC1Cc2ccc(F)cc2C(c2ccccc2Cl)O1,NCC1Cc2ccc(F)cc2C(c2ccccc2)O1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.615,7,291.75,3.47,0.919,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(F)c(Cl)c2C1=O,CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,mmp0022_RCl_to_RF,halogen-walk,subtle,0.696,1,348.76,3.64,0.916,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(F)c2C1=O,CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,mmp0022_RCl_to_RF,halogen-walk,subtle,0.71,1,348.76,3.64,0.916,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](N[C@@H](CCc1ccccc1)C(=O)OCCl)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.844,1,472.97,2.79,0.385,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc(-n2nc3ccc(F)cc3n2)c(O)c(C(C)(C)C)c1,Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,mmp0022_RCl_to_RF,halogen-walk,subtle,0.667,1,299.35,3.87,0.742,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)Cl)c1,Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.783,1,336.22,4.56,0.698,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
OCCN1CCN(CCCN2c3cc(Cl)ccc3Sc3sccc32)CC1,OCCN1CCN(CCCN2c3cc(C(F)(F)F)ccc3Sc3sccc32)CC1,mmp0001_RCFFF_to_RCl,halogen-walk,moderate,0.679,1,410.01,4.0,0.778,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCCN(F)C(=O)c1cc(-c2csc(-c3cccc(NC(C)=O)c3)n2)c[nH]1,CC(=O)Nc1cccc(-c2nc(-c3c[nH]c(C(=O)N4CCCC4)c3)cs2)c1,mmp0127_RC_to_RF,halogen-walk,subtle,0.617,0 1 3 6 9,386.45,4.5,0.612,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)CCC/C=C(\c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2Cl)cc1)c1cccnc1,O=C(O)CCC/C=C(\c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1,mmp0029_Rc1cccClcc1_to_Rc1cccClcc1Cl,halogen-walk,subtle,0.713,8,519.45,5.6,0.322,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)CCC/C=C(\c1ccc(CCNS(=O)(=O)c2ccccc2)cc1)c1cccnc1,O=C(O)CCC/C=C(\c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)c1cccnc1,mmp0002_Rc1cccClcc1_to_Rc1ccccc1,halogen-walk,subtle,0.81,,450.56,4.29,0.425,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)Cl,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,mmp0007_RC_to_RCl,halogen-walk,subtle,0.811,1,289.81,1.02,0.562,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(Nc2cc(Cl)nc(SF)n2)c1C,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)NCCO)n2)c1C,mmp0127_RC_to_RF,halogen-walk,subtle,0.553,1,283.76,4.47,0.666,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cccc(Nc2cc(Cl)nc(SCF)n2)c1C,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)NCCO)n2)c1C,mmp0127_RC_to_RF,halogen-walk,subtle,0.635,1,297.79,4.51,0.512,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1Cl,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO,mmp0007_RC_to_RCl,halogen-walk,subtle,0.634,1,389.93,2.14,0.485,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCl)cc2)[C@H]1C(=O)NO,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO,mmp0007_RC_to_RCl,halogen-walk,subtle,0.805,1,418.92,1.66,0.429,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC1(C)SCCN(S(=O)(=O)c2ccccc2Cl)[C@H]1C(=O)NO,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.471,7,364.88,1.73,0.63,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cn1c(=O)c2c(ncn2CCl)n(C)c1=O,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,mmp0007_RC_to_RCl,halogen-walk,subtle,0.564,1,228.64,-0.37,0.626,15,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(=O)c1c(C2CN(C)CCN2c2ccccc2Cl)n(C)c2ccccc12,COC(=O)c1c2n(c3ccccc13)Cc1ccccc1N1CCN(C)CC21,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.516,0 1 2 3 4 5 6 7 8 9 10 11 13 16 20,397.91,4.11,0.623,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](Nc1ncnc2[nH]ccc(=O)c12)c1c(Cl)c2cccc(Cl)c2c(=O)n1-c1ccccc1Cl,C[C@H](Nc1ncnc2[nH]ccc(=O)c12)c1c(Cl)c2cccc(Cl)c2c(=O)n1-c1ccccc1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.755,7,512.78,5.76,0.32,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=c1cc[nH]c2ncnc(N[C@@H](Cl)c3c(Cl)c4cccc(Cl)c4c(=O)n3-c3ccccc3)c12,C[C@H](Nc1ncnc2[nH]ccc(=O)c12)c1c(Cl)c2cccc(Cl)c2c(=O)n1-c1ccccc1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.755,1,498.76,5.28,0.26,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=c1cc[nH]c2ncnc(N[C@@H](F)c3c(Cl)c4cccc(Cl)c4c(=O)n3-c3ccccc3)c12,C[C@H](Nc1ncnc2[nH]ccc(=O)c12)c1c(Cl)c2cccc(Cl)c2c(=O)n1-c1ccccc1,mmp0127_RC_to_RF,halogen-walk,subtle,0.747,1,482.3,5.01,0.352,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN(C)C1=NC(=O)C(c2ccccc2Cl)O1,CN(C)C1=NC(=O)C(c2ccccc2)O1,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.491,7,238.67,1.86,0.75,16,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCl)c1,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,mmp0007_RC_to_RCl,halogen-walk,subtle,0.658,1,383.56,4.77,0.807,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(O)CCC/C=C\C[C@@H]1[C@@H](C=CCl)[C@H](O)C[C@@H]1O,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C2(COc3cccc(Cl)c3)OCCO2)[C@H](O)C[C@@H]1O,mmp0007_RC_to_RCl,halogen-walk,subtle,0.467,1,288.77,2.3,0.496,19,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccc(CN3CCCCC3)o2)C1c1ccccc1Cl,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccc(CN3CCCCC3)o2)C1c1ccccc1F,mmp0012_Rc1ccccc1_to_Rc1ccccc1Cl,halogen-walk,subtle,0.761,7,499.01,5.07,0.534,35,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COC(=O)C1=C(C)NC(C)=C(F)C1c1ccccc1F,COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccc(CN3CCCCC3)o2)C1c1ccccc1F,mmp0127_RC_to_RF,halogen-walk,subtle,0.418,1,279.29,3.16,0.845,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
