counterfeit_smiles,parent_smiles,rule_name,category,difficulty,similarity_to_parent,edited_atoms,mw,logp,qed,heavy_atoms,citation
CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn([11CH3])c2Sc2ncccn2)cc1,CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn([11CH3])c2Sc2ccc(Cl)cn2)cc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.654,6,378.49,3.22,0.638,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ncccn2)N1CC(F)(F)F,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(F)(F)F,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.515,6,347.34,3.25,0.773,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](C(=O)O)N1C(=O)[C@@H](NC(=O)C2(N)CCCCC2)[C@H]1S,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.432,1 2 3 4 5 10,315.4,-0.3,0.42,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(O[C@H](C)C(=O)O)cc1,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.702,,464.47,4.92,0.518,32,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C1NC(=O)C(Cc2ccc(OCCc3ncccn3)cc2)S1,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.575,6,329.38,1.99,0.873,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,mmp0125_Rn1cccNnc1eqO_to_Rn1cncNnc1eqO,other,subtle,0.594,3,324.19,-3.05,0.353,21,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](Oc1cc2onc(CCC(=O)O)c2cc1Cl)c1ncccn1,C[C@@H](Oc1cc2onc(CCC(=O)O)c2cc1Cl)c1ccccn1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.709,6,347.76,3.43,0.729,24,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
N#Cc1ccc(N2CCc3c(ncnc3Nc3ncccn3)C2)cc1Cl,CC(C)(O)c1ccc(Nc2ncnc3c2CCN(c2ccc(C#N)c(Cl)c2)C3)nc1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.613,6,363.81,3.1,0.764,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](COS(=O)(=O)ON1C(=O)N2C[C@H]1CC[C@H]2C(N)=O)C(=O)O,CCOC(=O)C(C)(C)COS(=O)(=O)ON1C(=O)N2C[C@H]1CC[C@H]2C(N)=O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.577,,351.34,-1.35,0.57,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
NS(=O)(=O)c1cncc(-c2nc(NCc3ncccn3)c3c(-c4ccccc4)cccc3n2)c1,NS(=O)(=O)c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.767,6,469.53,3.41,0.386,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CN1C[C@H](CSc2ncccn2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,CN1C[C@H](CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.744,6,348.48,3.62,0.58,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@H](C)C(=O)O)cc1,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.739,,419.45,1.14,0.41,31,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O/N=C\CN(Cc1ccccc1)c1ccccc1,N/C(CN(Cc1ccccc1)c1ccccc1)=N\O,mmp0086_RCeqNO_to_RCeqNO,other,subtle,0.491,,240.31,3.15,0.495,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ncccn2)CC1,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.559,6,340.45,1.69,0.868,23,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](C(=O)O)N1C(=O)[C@@H](NC(=O)C(c2ccccc2)S(=O)(=O)O)[C@H]1S,CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.468,1 2 3 4 5 10,388.42,-0.33,0.297,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Nc1nc(Cl)c2ncn(Cc3ncccn3)c2n1,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.473,6,261.68,0.9,0.689,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](CC[C@]1(C)[C@@H]([CH]CC(C)(C)C)C(=O)C=C2[C@@]3(C)C=C(C#N)C(=O)C(C)(C)[C@@H]3CC[C@]21C)C(=O)O,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.412,0 1 2 3 4 5 8 12 18 21 25 26 27,494.7,6.74,0.441,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCC(C)(C)C[C@H]([C@H](C)C(=O)O)[C@H]1C(=O)C=C2[C@@]3(C)C=C(C#N)C(=O)C(C)(C)[C@@H]3CC[C@@]2(C)C1(C)C,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.42,0 1 2 3 4 5 7 10 12 16 17 18 22,495.7,6.78,0.438,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.682,,370.47,4.63,0.745,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@]1([C@H]2O[C@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@H]2C)CC[C@H]([C@@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@H](C)[C@H](OC)[C@H](C)C(=O)O)O3)O2)O1,CC[C@@]1([C@H]2O[C@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@H]2C)CC[C@H]([C@@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@H](C)[C@H](OC)[C@@H](C)C(=O)[O-])O3)O2)O1.[Na+],mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.885,,670.88,4.27,0.264,47,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](NC(=O)c1ccc(NCC2CNc3[nH]c(N)nc(=O)c3N2C=O)cc1)C(=O)O,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.755,,415.41,-0.58,0.322,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.704,,485.62,6.11,0.332,36,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1cc(Nc2ncc(F)c(Nc3ncccn3)n2)cc(OC)c1OC,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.447,6,372.36,2.92,0.648,27,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,mmp0068_RNCc1ccccn1_to_Rc1cccCCcn1,other,subtle,0.435,1 2 3 4 5 6 7 8,356.45,3.16,0.825,25,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@H](C(=O)O)N1C(=O)[C@@H](NC(=O)[C@H](NC(=O)N2CCN(/N=C/c3ccco3)C2=O)c2ccc(O)cc2)[C@H]1S,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(/N=C/c4ccco4)C3=O)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.661,1 2 3 4 5 10,544.55,0.56,0.181,38,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O,CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.635,,330.41,0.48,0.734,22,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C(C)[C@H](C)[C@@H]([C@H](C)C(=O)O)[C@H]1CC[C@@H]2[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@]1(C)CC,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.496,0 1 2 3 4 5 7 10 11 13 16 17 18,588.87,8.63,0.196,42,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C=C(C)[C@@H]([CH][C@H]1CC[C@@H]2[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]3CC[C@@]2(C)C1(C)C)CC[C@H](C)C(=O)O,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.466,0 1 2 3 4 5 6 7 8 9 10 11 16,587.86,8.59,0.185,42,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CC[C@@H]1c2ccccc2C[C@H](NC(=O)[C@@H](SC(C)=O)C(C)C)C(=O)N1[C@H](C)C(=O)O,CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.511,1 2 3 4 5 16,434.56,2.78,0.684,30,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1cn([C@H]2O[C@@H](CO[P@@](=O)(N[C@H](C)C(=O)O)Oc3ccccc3)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,Cc1cn([C@H]2O[C@@H](CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.833,,487.38,0.71,0.37,33,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc([C@H](C)C(=O)O)c(C)c(=O)n1C2,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl.O.O.O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.633,1 2 3 4 5,558.68,4.93,0.37,41,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
Cc1nc(NC2CCCC2)sc1-c1nc(Nc2ncccn2)ncc1F,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4sc(NC5CCCC5)nc4C)n3)nc2)CC1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.551,6,371.45,3.94,0.702,26,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(N[C@H]1CN2CCC1CC2)c1ncccn1,O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.411,6,232.29,0.3,0.797,17,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@@H](C)CC[C@H](C)C(=O)O)nc32)[C@H](O)[C@@H]1O,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@H]4CC[C@H](C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.602,0 1 2 3 4 5 6 7 9,474.52,0.04,0.327,34,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2ncccn2)CC1,O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.59,6,393.45,0.16,0.659,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(/C=N\O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,mmp0086_RCeqNO_to_RCeqNO,other,subtle,0.459,,271.25,-1.19,0.257,18,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
COc1ccc2[nH]c([S@@+]([O-])Cc3ncccn3)nc2c1,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.553,6,288.33,1.67,0.738,20,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](NC(=O)c1ccc(CCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O,C=C(C[C@H](NC(=O)c1ccc(CCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O)C(=O)O,mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.679,,379.42,1.78,0.511,28,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
C[C@@H](NC(=O)c1ccc(NC[C@H]2CNc3[nH]c(N)nc(=O)c3N2C)cc1)C(=O)O,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Ca+2],mmp0128_RCCCeqOO_to_RCHCCeqOO,other,subtle,0.702,,401.43,-0.1,0.387,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
O=C(NCc1ncccn1)c1coc(CCNCCc2nc3ccccc3[nH]2)n1,O=C(NCc1ncccc1F)c1coc(CCNCCc2nc3ccccc3[nH]2)n1,mmp0112_Rc1ccccn1_to_Rc1ncccn1,other,subtle,0.731,6,391.44,1.65,0.371,29,mmpdb-mined(authentic@intelligent_pharma_50k_v2.pt)
